number,film,release_date,run_time,film_rating,plot,budget,box_office_us_canada,box_office_other,box_office_worldwide,rotten_tomatoes_score,rotten_tomatoes_counts,metacritic_score,metacritic_counts,cinema_score,imdb_score,imdb_counts,award_type,status,category,value,film_y,year,poster_url,logo_url
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Genre,Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Genre,Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Genre,Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Subgenre,Buddy Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Subgenre,Computer Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Subgenre,Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Subgenre,Supernatural Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Animated Feature,Award not yet introduced,Subgenre,Urban Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Genre,Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Genre,Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Genre,Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Subgenre,Buddy Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Subgenre,Computer Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Subgenre,Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Subgenre,Supernatural Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Screenplay,Nominated,Subgenre,Urban Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Genre,Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Genre,Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Genre,Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Subgenre,Buddy Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Subgenre,Computer Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Subgenre,Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Subgenre,Supernatural Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Adapted Screenplay,Ineligible,Subgenre,Urban Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Genre,Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Genre,Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Genre,Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Subgenre,Buddy Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Subgenre,Computer Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Subgenre,Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Subgenre,Supernatural Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Score,Nominated,Subgenre,Urban Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Genre,Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Genre,Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Genre,Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Subgenre,Buddy Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Subgenre,Computer Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Subgenre,Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Subgenre,Supernatural Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Original Song,Nominated,Subgenre,Urban Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Genre,Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Genre,Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Genre,Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Subgenre,Buddy Comedy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Subgenre,Computer Animation,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Subgenre,Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Subgenre,Supernatural Fantasy,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
1,Toy Story,1995-11-22,81,G,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,30000000,223225679,171210907,394436586,100,96,95,26,A,8.3,1089101,Other,Won Special Achievement,Subgenre,Urban Adventure,Toy Story,1995,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Toy_Story.jpg/220px-Toy_Story.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/Toy%20Story.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Animated Feature,Award not yet introduced,Genre,Adventure,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Animated Feature,Award not yet introduced,Genre,Animation,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Animated Feature,Award not yet introduced,Genre,Comedy,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Animated Feature,Award not yet introduced,Subgenre,Animal Adventure,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Animated Feature,Award not yet introduced,Subgenre,Computer Animation,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Animated Feature,Award not yet introduced,Subgenre,Quest,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
2,A Bug's Life,1998-11-25,95,G,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",120000000,162798565,200460294,363258859,92,91,78,23,A,7.2,319596,Adapted Screenplay,Ineligible,Genre,Adventure,A Bug's Life,1998,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/A_Bug%27s_Life.jpg/220px-A_Bug%27s_Life.jpg,https://raw.githubusercontent.com/aeronabrahan/Maven-Pixar-Challenge/main/assets/images/logos/A%20Bug%27s%20Life.png
